title,excerpt,start_date,views,answers,votes,url
How do you make an HUD for a Cardboard game?,"
            Currently there is no documentation whatsoever on how to make a ""visor"" HUD on Unity for a Cardboard game. Screen Space - Overlay does not work as rendering mode as many people have already said. Does ...
        ",2015-09-21 19:34:50Z,"1,333",1,4,https://stackoverflow.com/questions/32703185/how-do-you-make-an-hud-for-a-cardboard-game
Snake game tail,"
            I am working at a 2D Snake Game in Unity.
This is the head of the Snake:
And this is the Extension of the tail of the snake. It is added everytime I eat something:
I made the head of the snake to ...
        ",2015-09-20 08:30:54Z,710,3,4,https://stackoverflow.com/questions/32677365/snake-game-tail
External Profiler for Unity 3D apps,"
            Hello is there a way to profile a Process with an external profiler? I use the unity profiler but it dosent show me allocations in other threads then the main thread.
        ",2015-09-16 16:56:29Z,417,1,4,https://stackoverflow.com/questions/32614487/external-profiler-for-unity-3d-apps
Unity - Is it possible to access OnValidate() when using a custom inspector?,"
            I recently made a custom inspector and I just realized that my OnValidate() is not being called when I edit a variable in the Inspector.  Any ideas on how to get my calls back to OnValidate() again ...
        ",2015-09-15 00:14:56Z,"1,664",1,4,https://stackoverflow.com/questions/32575754/unity-is-it-possible-to-access-onvalidate-when-using-a-custom-inspector
How to store data in facebook canvas game build in unity webgl player,"
            My game is working properly on facebook canvas, which I am building from unity in webgl player, but I am not getting any way to store my game data anywhere. Using ""Playerprefs"" works, but it works ...
        ",2015-07-27 06:13:41Z,412,0,4,https://stackoverflow.com/questions/31646034/how-to-store-data-in-facebook-canvas-game-build-in-unity-webgl-player
Android/Gradle/Unity - include all dependencies in AAR plugin,"
            I want to build a plugin for wrapping the latest Google Cloud Messaging API (GCM) for Unity. I wrote Java code to do it and included the GCM plugin to my gradle build:

compile 'com.google.android.gms:...
        ",2015-07-15 05:23:20Z,"1,149",1,4,https://stackoverflow.com/questions/31422083/android-gradle-unity-include-all-dependencies-in-aar-plugin
iOS AVAudioSession ducking is slow and synchronous,"
            In iOS, I'm trying to duck the Music app's music when playing some sound effects. In case you don't know, ""ducking"" simply means that the music volume gets a bit down before playing my sound, then the ...
        ",2015-06-27 15:25:35Z,"1,068",1,4,https://stackoverflow.com/questions/31090320/ios-avaudiosession-ducking-is-slow-and-synchronous
Unity3d 4.6 UI Image bug on some Windows 8 and 8.1,"
            I'm making an interactive book for windows users and i'm using 4.6 UI system. I tested my application on lots of computers using various windows versions. It works fine with windows xp, windows 7, ...
        ",2015-06-24 16:25:14Z,135,0,4,https://stackoverflow.com/questions/31031960/unity3d-4-6-ui-image-bug-on-some-windows-8-and-8-1
iGUI dll could not be found,"
            Previously, I was able to build an iOS project with Unity 4.6.2, but I can't with Unity 5.1.1. I get an iGUI dll could not be found error:

ArgumentException: The Assembly UnityEditor is referenced by ...
        ",2015-06-24 04:22:11Z,191,0,4,https://stackoverflow.com/questions/31017571/igui-dll-could-not-be-found
UnitySendMessage not working from non-unity activity,"
            I'm developing an android plugin which should start another activity (with UI and everything...).
This activity (which is not inherits from UnityPlayerActivity of course) should send message to the ...
        ",2015-06-15 16:31:49Z,557,1,4,https://stackoverflow.com/questions/30850342/unitysendmessage-not-working-from-non-unity-activity
Google play services doesnt displays leaderboard after Auth,"
            Its a very weird have invested a lot of time in this. So asking here.

I am using this plugin and followed the steps https://github.com/playgameservices/play-games-plugin-for-unity

I just want to use ...
        ",2015-06-09 14:40:05Z,698,0,4,https://stackoverflow.com/questions/30735283/google-play-services-doesnt-displays-leaderboard-after-auth
Why do my Unity Buttons need multiple taps to finally work?,"
            As the title suggests, I have a screen with two canvases. Both literally a copy of each other, but simply having a different layout for my Portrait and Landscape orientations. As and when the ...
        ",2015-06-05 06:03:58Z,"1,119",2,4,https://stackoverflow.com/questions/30659380/why-do-my-unity-buttons-need-multiple-taps-to-finally-work
Reflecting an object off of a wall once it has hit the wall,"
            so I've been struggling with this for literally all of last week. To start I am currently working on an Unity project and here is the code I'm stuck on:

private RaycastHit hit;
private Ray cast;

...
        ",2015-05-27 18:12:41Z,487,1,4,https://stackoverflow.com/questions/30490114/reflecting-an-object-off-of-a-wall-once-it-has-hit-the-wall
How to pass Json array to WWWform as field in unity,"
            I want to pass three field in wwwform, which contain two single value and a json array.

Here is my Json:

{
     ""Fname"":""Abc"",
     ""Lname"":""Xyz"",
     ""Marks"": [{""MarksA"":""23"",""MarksB"":""65"" },
     ...
        ",2015-05-08 05:14:11Z,"1,225",0,4,https://stackoverflow.com/questions/30116272/how-to-pass-json-array-to-wwwform-as-field-in-unity
Fps drops when using .NETs ThreadPool,"
            I have asked about this before, but didn't provide code because I didn't have an easy way to do so. However now I've started a new project in Unity and tried to replicate the behaviour without all the ...
        ",2015-05-05 01:37:34Z,90,2,4,https://stackoverflow.com/questions/30042881/fps-drops-when-using-nets-threadpool
How to use opencv in Unity3d?,"
            I installed unity3D. I created a basic AR sample on it. I want to use opencv on unity3d. To do,there are some ways. I want to use opencvsharp. I install opencvsharp2.4.10 because I have installed ...
        ",2015-04-20 06:24:32Z,"11,660",1,4,https://stackoverflow.com/questions/29740613/how-to-use-opencv-in-unity3d
how to an object sticks to another object and these come back to start point in Unity,"
            I would like to catch an object with another object. And then carry it to the start point of first object, in 2D. 
I'm throwing an object to another object with a constant velocity.
The first one ...
        ",2015-04-16 09:19:36Z,360,1,4,https://stackoverflow.com/questions/29670394/how-to-an-object-sticks-to-another-object-and-these-come-back-to-start-point-in
Validating SSL\TLS certificate in Unity,"
            I have a problem with certificate validation in unity. Im using .Net class HttpWebResponse to make requests and provided callback function to ServicePointManager.ServerCertificateValidationCallback.

...
        ",2015-03-17 10:11:13Z,629,0,4,https://stackoverflow.com/questions/29096376/validating-ssl-tls-certificate-in-unity
How to access enum in Unity AndroidJavaClass,"
            I'm a newbie to Unity. I have an Android project in Eclipse and Java class Test inside package com.mytestcode. In Test there is a nested class Test.login where login is an enum defined as enum login {...
        ",2015-03-17 04:21:58Z,655,2,4,https://stackoverflow.com/questions/29091231/how-to-access-enum-in-unity-androidjavaclass
Auto fade between scenes in unity not working on OSX,"
            I just imported my project into unity of my mac. I have unity pro license and I'm using unity 4.6.3 in both computers (pc with windows 8) and OS X yosemite. When i test my project in the pc(windows) ...
        ",2015-03-12 19:22:40Z,697,3,4,https://stackoverflow.com/questions/29018523/auto-fade-between-scenes-in-unity-not-working-on-osx
Duplicated Animations between prefabs,"
            I got two and more instances of the same prefab in a scene.
Every one of them has an animator, and every one of them has the same
animator controller connected to it.
When I animate one of them, all ...
        ",2015-03-11 12:47:18Z,833,2,4,https://stackoverflow.com/questions/28987002/duplicated-animations-between-prefabs
Unity3d crash after switching a scene containing a webcamtexture,"
            I have two scene that i want to switch between them : Scene A and B 
Scene A is the default scene Scene B is the scene containing a 3d plane having the default texture as webcameTexture and this is it'...
        ",2015-03-01 12:03:54Z,"1,727",2,4,https://stackoverflow.com/questions/28793306/unity3d-crash-after-switching-a-scene-containing-a-webcamtexture
