title,excerpt,start_date,votes,status,url
Goat,Goat support in Unity. ,"Mar 29, 2014",59,Under review,https://feedback.unity3d.com/suggestions/goat
Fix the Unity Dev Interface to work with Cintiq Tablets,We do so much work that is art related.  Pressure sensitive tablets replace the mouse for many of us.  Please fix the Unity Dev Envi... ,"Jun 05, 2013",59,,https://feedback.unity3d.com/suggestions/fix-the-unity-dev-interface-to-w
Add Bandwidth Consumption Metrics for Sessions using UNET Matchmaking Re...,"For multiplayer games which use UNET matchmaking relay servers, developers have to pay for any consumed bandwidth. So, optimization ... ","Aug 16, 2016",58,,https://feedback.unity3d.com/suggestions/add-bandwidth-consumption-metrics-for-sessions-using-unet-matchmaking-relay-servers
Distributed Lightmapping for Unity 5,"Please could the concept of distributed lightmapping be revisited. I can see some years ago it was mentioned. 

It would be really... ","May 07, 2015",58,Planned,https://feedback.unity3d.com/suggestions/distributed-lightmapping-for-unity-5-1
Drag'n Drop support for components ordering in inspector,Sometimes it becomes really annoying to reordering components in inspector window. I think it will be great if we have a drag'n drop... ,"Oct 20, 2013",58,Completed,https://feedback.unity3d.com/suggestions/dragn-drop-support-for-components-ordering-in-inspector
Missing MonoBehaviour to tell what was there,Maybe it has been already told but you may get every now and then a missing mono behaviour on a prefab or an object.  Often because ... ,"Jun 06, 2013",58,,https://feedback.unity3d.com/suggestions/missing-monobehaviour-to-tell-wh
Asset Bundles: allow adding new code to existing executable,"With Asset Bundles we can already add in most assets, with one major exception, new code/new scripts.

Certainly on larger downloade... ","Jun 10, 2010",58,,https://feedback.unity3d.com/suggestions/asset-bundles-allow-adding-new-
Add Support to CharacterController for arbitrary up using built in PhysX...,"CharacterController is just a wrapper around the PhysX 'Kinematic Character Controller', via the PKController class combined with a ... ","Jun 30, 2017",57,,https://feedback.unity3d.com/suggestions/add-support-to-charactercontroller-for-arbitrary-up-using-built-in-physx-feature-pxcontroller-setupdirection
Webhooks to know when a build is made,"Currently, there is no access to the build outputs in Post-Export method. Specifically there is no access to the .ipa file since the... ","Jan 13, 2016",57,,https://feedback.unity3d.com/suggestions/webhooks-to-know-when-a-build-is-made
Expose NvOptimusEnablement and AmdPowerXpressRequestHighPerformance para...,Both NvOptimusEnablement and AmdPowerXpressRequestHighPerformance serve as ways to force the use of discrete graphic cards in laptop... ,"Dec 15, 2015",57,,https://feedback.unity3d.com/suggestions/expose-nvoptimusenablement-and-amdpowerxpressrequesthighperformance-parameters
Android 6.0 Marshmellow Support,"Please add support for the new Android 6.0 Marshmellow operating system.
 ","Sep 07, 2015",57,,https://feedback.unity3d.com/suggestions/android-6-dot-0-marshmellow-support
Share Link to the latest version,So I'm working in a distributed team and we just started playing around with the cloud build some. It's immensly useful for non-tech... ,"Jun 15, 2015",57,Under review,https://feedback.unity3d.com/suggestions/share-link-to-the-latest-version
"Support switching between ""fullscreen window"" and ""exclusive fullscreen""...",Unity 4.5 added the ability to set the standalone player's fullscreen mode to either a fullscreen window or a traditional exclusive ... ,"Dec 05, 2014",57,,https://feedback.unity3d.com/suggestions/support-switching-between-fullscreen-window-and-exclusive-fullscreen-at-runtime
Signed Distance Field dynamic fonts,Unity should include an option to generate signed-distance-field textures for dynamic fonts. This would allow text rendering to look... ,"May 07, 2014",57,,https://feedback.unity3d.com/suggestions/signed-distance-field-dynamic-fonts
Input: Unicode / IME (Input Method Editor) support,Without Unicode/IME input there is no way for unity to use non-European character sets as input. This severely limits the deploy tar... ,"Sep 08, 2009",57,Completed,https://feedback.unity3d.com/suggestions/input-unicode--ime-input-meth
"Editor: Inspector support for long, byte, uint and ulong types",long ints are useful for implementing fixed point data types. In the absence of a deterministic floating point type these are useful... ,"Aug 18, 2009",57,Completed,https://feedback.unity3d.com/suggestions/editor-inspector-support-for-lo
Delta mush - vastly improved skinned meshes,"Delta mush is a technique which greatly enhances the quality of skinned meshes, while also making them far less time consuming to au... ","Aug 04, 2015",56,,https://feedback.unity3d.com/suggestions/delta-mush-vastly-improved-skinned-meshes
Editing Polygon Collider 2D vertices should be changed back to how it wa...,"In Unity 4.6 a new ""Edit Collider"" button was added for the Polygon Collider 2D (PG2D), and using the key shortcut ""shift"" was remov... ","Dec 16, 2014",56,Declined,https://feedback.unity3d.com/suggestions/editing-polygon-collider-2d-vertices-should-be-changed-back-to-how-it-was-in-unity-4-dot-5-x
Allow output custom depth from fragment program via surface shader,It does not currently appear to be possible to output a depth value that has been customized per-pixel (SV_DEPTH semantic) through t... ,"Sep 29, 2014",56,,https://feedback.unity3d.com/suggestions/allow-output-custom-depth-from-fragment-program-via-surface-shader
Asset Store: Ability to hide and/or categorize owned assets on your own. ,"With time people's lists of aquired asset store stuff grows and grows, and turns into a huge mess.

Free and cheap assets are ofte... ","Jul 14, 2014",56,Completed,https://feedback.unity3d.com/suggestions/asset-store-ability-to-hide-and-slash-or-categorize-owned-assets-on-your-own
Async copying of argb32 to dxt5 in Webplayer,In our project (and we believe in many other projects too) we need to be able to async copy argb32 texture into dxt5 without lagging... ,"Jan 21, 2014",56,Declined,https://feedback.unity3d.com/suggestions/async-copying-of-argb32-to-dxt5-in-webplayer
Add support for search by layers in Hierarchy tab,"Currently the hierarchy tab supports searching by name, type and all. When dealing with scenes using multiple layers to define what ... ","May 24, 2013",56,,https://feedback.unity3d.com/suggestions/add-support-for-search-by-layers
airplay/MultiMonitor support,"Hi

with the releases of ipad2 and iphone4s full airplay support is now a real selling point.

Also with WII u we would need som... ","Nov 01, 2011",56,Completed,https://feedback.unity3d.com/suggestions/airplaymultimonitor-support
In-game key remapping,"Expose the ability to remap keys through the input class to the runtime environment.  Useful for both custom UIs, auto-detection, an... ","Feb 24, 2011",56,Under review,https://feedback.unity3d.com/suggestions/ingame-key-remapping
Audio: Surround Sound,Support for 5.1 surround sound ,"Aug 12, 2009",56,Completed,https://feedback.unity3d.com/suggestions/audio-surround-sound
Bluetooth Networking Support,It's great that 5.1 introduced an easy to use high level API for LAN and server based networking over WiFi/Cell. It would be great t... ,"Mar 08, 2016",55,,https://feedback.unity3d.com/suggestions/bluetooth-networking-support
Ability to add animation while switching the scenes ,"There should be some animations like fading(out/in) while switching between scenes rather than just switching suddenly.

It would ... ","Sep 15, 2015",55,,https://feedback.unity3d.com/suggestions/ability-to-add-animation-while-switching-the-scenes
Add more Rich Text markup tags for more common effects (like Underline),"It's really frustrating that when adding Text to UI components that our ONLY options are bold and/or italic, and if we want anything... ","Jan 21, 2015",55,,https://feedback.unity3d.com/suggestions/add-more-rich-text-markup-tags-for-more-common-effects-like-underline
MovieTexture start play at specific time or frame,"Right now Unity's MovieTexture only supports play, pause, and stop. There is no way to start a video at a specific time or jump to s... ","Oct 03, 2013",55,,https://feedback.unity3d.com/suggestions/movietexture-start-play-at-speci
Unity Store - Steam-Like Distribution Platform For Win/Mac/Linux Unity G...,"On the forums: http://forum.unity3d.com/threads/153391-Why-doesn-t-Unity-have-a-Store

My personal feature requests:
- central cu... ","Oct 05, 2012",55,Declined,https://feedback.unity3d.com/suggestions/unity-store--steamlike-distrib
Unity Pro Cheaper,I am not as rich as you guys and so are alot of people. That why if Unity Pro was just a little cheaper alot of people would buy it.... ,"Jan 25, 2012",55,Declined,https://feedback.unity3d.com/suggestions/unity-pro-cheaper
JIT method compilation warning,"I am porting a unity iOS 1.7 project to 3.0 and I found an ugly problem.

When run on a device, I get an: 

Unhandled Exception:... ","Nov 23, 2010",55,,https://feedback.unity3d.com/suggestions/jit-method-compilation-warning
Make it easier to split code into separate DLL's via linked projects,I work for a large game developer and our Unity project is massive. Recompiling the whole project after a piece of code changes can ... ,"Feb 04, 2016",54,,https://feedback.unity3d.com/suggestions/make-it-easier-to-split-code-into-separate-dlls-via-linked-projects
Allow editiing of tangent weights in animation editor,"Manipulating tangent weights allows far more control over easing.

Locked tangent weights (how Unity currently does it): http://ww... ","Nov 15, 2015",54,,https://feedback.unity3d.com/suggestions/allow-editiing-of-tangent-weights-in-animation-editor
