title,start_date,votes,replies,url
GUI dropdown menu? Simple,"Sep 10, 2015 10:32:52 PM",5,2,https://answers.unity3d.com/questions/18220/gui-dropdown-menu-simple.html
Instantiate PreFab with C# Script,"May 18, 2016 7:27:51 PM",5,5,https://answers.unity3d.com/questions/18219/instantiate-prefab-with-c-script.html
Why does the ?? operator not work,"Jan 10, 2012 6:52:56 PM",5,1,https://answers.unity3d.com/questions/18108/why-does-the-operator-not-work.html
What is the difference between 'public var' and 'var' when declaring variables?,"Oct 11, 2017 12:13:36 AM",5,3,https://answers.unity3d.com/questions/18044/what-is-the-difference-between-public-var-and-var.html
Why does Unity set imported mesh/animation scale to 0.01?,"Jan 15, 2016 9:20:39 AM",5,8,https://answers.unity3d.com/questions/18000/why-does-unity-set-imported-meshanimation-scale-to.html
How to get access to the editor camera?,"Jul 4, 2017 11:12:57 PM",5,8,https://answers.unity3d.com/questions/17608/how-to-get-access-to-the-editor-camera.html
"""Build & Run"" problem","Aug 23, 2017 6:22:22 PM",5,7,https://answers.unity3d.com/questions/16926/build-run-problem.html
Sneak in UIView,"May 25, 2010 11:33:15 AM",5,1,https://answers.unity3d.com/questions/16560/sneak-in-uiview.html
Optimizing vegetation.,"Oct 18, 2017 11:11:24 AM",5,3,https://answers.unity3d.com/questions/16538/optimizing-vegetation.html
"How can I read data from a text file, putting a large amount of data into structures","Jan 12, 2011 1:27:45 PM",5,2,https://answers.unity3d.com/questions/16225/how-can-i-read-data-from-a-text-file-putting-a-lar.html
"Best practices - Model, animation and material naming","Sep 28, 2014 7:02:16 PM",5,3,https://answers.unity3d.com/questions/16187/best-practices-model-animation-and-material-naming.html
Maintaining Object references between Edit and Play mode,"Jun 24, 2016 11:42:20 AM",5,1,https://answers.unity3d.com/questions/16109/maintaining-object-references-between-edit-and-pla.html
What's the difference between SendMessage and GetComponent?,"Apr 26, 2010 8:36:14 PM",5,3,https://answers.unity3d.com/questions/16061/whats-the-difference-between-sendmessage-and-getco.html
Compare if object is assigned specific Material,"Apr 28, 2016 9:57:38 AM",5,1,https://answers.unity3d.com/questions/15641/compare-if-object-is-assigned-specific-material.html
Fixed frame rate,"Oct 26, 2014 6:53:28 AM",5,3,https://answers.unity3d.com/questions/15574/fixed-frame-rate.html
particleEmitter.Simulate() doesn't seem to work.,"May 8, 2014 1:07:16 PM",5,1,https://answers.unity3d.com/questions/15519/particleemittersimulate-doesnt-seem-to-work.html
Unity project and 3rd Party apps,"May 11, 2017 12:36:34 PM",5,2,https://answers.unity3d.com/questions/15422/unity-project-and-3rd-party-apps.html
How can I load pre-compressed textures at run-time (without using assetBundles),"Apr 16, 2012 3:51:48 AM",5,3,https://answers.unity3d.com/questions/15279/how-can-i-load-pre-compressed-textures-at-run-time.html
Is there an Unity Webplayer for Linux ??,"Apr 29, 2014 8:28:45 AM",5,3,https://answers.unity3d.com/questions/15227/is-there-an-unity-webplayer-for-linux-.html
Is there a way to keep a rigidbody upright at all times - to stop physics rotating it?,"Feb 28, 2017 1:28:08 PM",5,4,https://answers.unity3d.com/questions/15155/is-there-a-way-to-keep-a-rigidbody-upright-at-all.html
Mono profiler hooking on Unity,"Oct 20, 2012 6:13:59 PM",5,2,https://answers.unity3d.com/questions/15000/mono-profiler-hooking-on-unity.html
How can I perform some action based on the terrain texture currently under my player?,"Jun 22, 2013 10:56:29 PM",5,4,https://answers.unity3d.com/questions/14998/how-can-i-perform-some-action-based-on-the-terrain.html
What's an editor script?,"Apr 13, 2010 1:20:26 AM",5,1,https://answers.unity3d.com/questions/14975/whats-an-editor-script.html
I need help on how to make a Aim Assist aka Auto AIm,"Feb 13, 2017 4:26:38 PM",5,3,https://answers.unity3d.com/questions/14884/i-need-help-on-how-to-make-a-aim-assist-aka-auto-a.html
C# Resources.Load() problem,"Dec 26, 2015 3:36:45 PM",5,0,https://answers.unity3d.com/questions/14748/c-resourcesload-problem.html
Light gun simulation,"Apr 5, 2010 5:45:22 PM",5,2,https://answers.unity3d.com/questions/14458/light-gun-simulation.html
How to Save Game State (new objects) to Unity Scene,"Apr 1, 2010 7:50:22 PM",5,4,https://answers.unity3d.com/questions/14249/how-to-save-game-state-new-objects-to-unity-scene.html
"Script access to ""Ellipsoid"" property on Emitter","Nov 8, 2012 1:12:16 PM",5,3,https://answers.unity3d.com/questions/14200/script-access-to-ellipsoid-property-on-emitter.html
"Can I make the name of a custom Menu Item context-sensitive, or show/hide it dynamically?","Jun 14, 2014 2:00:01 AM",5,1,https://answers.unity3d.com/questions/13948/can-i-make-the-name-of-a-custom-menu-item-context.html
Draw a 2D line in Screen space in the scene editor,"Mar 26, 2010 4:39:39 PM",5,3,https://answers.unity3d.com/questions/13895/draw-a-2d-line-in-screen-space-in-the-scene-editor.html
"?Can you loop a terrain, to make it never-ending?","Aug 20, 2013 9:29:37 AM",5,3,https://answers.unity3d.com/questions/13747/can-you-loop-a-terrain-to-make-it-never-ending.html
How do I make animations finish playing?,"Mar 15, 2013 7:26:58 PM",5,6,https://answers.unity3d.com/questions/13745/how-do-i-make-animations-finish-playing.html
Disable ambient light,"Feb 11, 2017 9:15:28 AM",5,5,https://answers.unity3d.com/questions/13711/disable-ambient-light.html
Is there a way to measure the pixel with/height of a string with a given font?,"Mar 19, 2010 1:48:01 AM",5,2,https://answers.unity3d.com/questions/13443/is-there-a-way-to-measure-the-pixel-withheight-of.html
Can a Unity project be open-sourced?,"Mar 17, 2010 10:18:45 PM",5,3,https://answers.unity3d.com/questions/13361/can-a-unity-project-be-open-sourced.html
Instantiated ragdoll behaves differently than when placed in scene manually,"May 12, 2016 4:45:28 PM",5,2,https://answers.unity3d.com/questions/13348/instantiated-ragdoll-behaves-differently-than-when.html
I can walk through trees?,"Aug 27, 2017 6:47:35 PM",5,5,https://answers.unity3d.com/questions/13324/i-can-walk-through-trees.html
Water sound effects,"Mar 16, 2010 4:37:28 PM",5,3,https://answers.unity3d.com/questions/13254/water-sound-effects.html
Fading an object via script,"Mar 15, 2010 8:46:49 PM",5,1,https://answers.unity3d.com/questions/13191/fading-an-object-via-script.html
Replace a Skinned Mesh in a character with a new Skinned Mesh,"Sep 21, 2013 6:34:34 PM",5,2,https://answers.unity3d.com/questions/13091/replace-a-skinned-mesh-in-a-character-with-a-new-s.html
FPS Gun Accuracy & Bullet Tracers,"Nov 5, 2015 3:25:04 AM",5,1,https://answers.unity3d.com/questions/13003/fps-gun-accuracy-bullet-tracers.html
what is the font rendering backedn for unity 3?,"Mar 12, 2010 5:40:59 PM",5,1,https://answers.unity3d.com/questions/13000/what-is-the-font-rendering-backedn-for-unity-3.html
"Is there a way to define arrays and objects literally (i.e. assign all values in one go, inline)?","Jul 21, 2016 4:28:35 PM",5,4,https://answers.unity3d.com/questions/12785/is-there-a-way-to-define-arrays-and-objects-litera.html
Detecting ipod music playback,"Mar 9, 2010 3:20:01 AM",5,5,https://answers.unity3d.com/questions/12777/detecting-ipod-music-playback.html
Help me about reading .TXT File,"May 23, 2016 2:57:48 PM",5,3,https://answers.unity3d.com/questions/12598/help-me-about-reading-txt-file.html
How to load html content,"Oct 27, 2015 1:25:53 AM",5,2,https://answers.unity3d.com/questions/12500/how-to-load-html-content.html
Drag GameObject with mouse,"Aug 18, 2017 2:42:30 AM",5,11,https://answers.unity3d.com/questions/12322/drag-gameobject-with-mouse.html
Tutorial about how to design GUI skins??,"Aug 6, 2013 10:10:06 PM",5,1,https://answers.unity3d.com/questions/12298/tutorial-about-how-to-design-gui-skins.html
Import settings,"Apr 8, 2016 12:14:31 AM",5,5,https://answers.unity3d.com/questions/12187/import-settings.html
Capture rendered scene to PNG with background transparent,"Jul 13, 2017 3:06:57 PM",5,4,https://answers.unity3d.com/questions/12070/capture-rendered-scene-to-png-with-background-tran.html
how to create multidimensional arrays in javascript,"Jul 30, 2014 10:31:27 PM",5,4,https://answers.unity3d.com/questions/11963/how-to-create-multidimensional-arrays-in-javascrip.html
How do I Manually Register Unity?,"Feb 15, 2015 4:11:59 PM",5,4,https://answers.unity3d.com/questions/11935/how-do-i-manually-register-unity.html
How can I Restart the game fast?,"Jan 5, 2015 12:11:20 PM",5,2,https://answers.unity3d.com/questions/11816/how-can-i-restart-the-game-fast.html
Game architecture,"Feb 17, 2010 10:30:51 PM",5,3,https://answers.unity3d.com/questions/11709/game-architecture.html
Support options for Unity?,"Feb 16, 2010 6:12:30 AM",5,3,https://answers.unity3d.com/questions/11607/support-options-for-unity.html
Can I get a warning if I (involuntarily) declare a new js variable in an assignment?,"Feb 15, 2010 11:16:46 AM",5,2,https://answers.unity3d.com/questions/11535/can-i-get-a-warning-if-i-involuntarily-declare-a-n.html
Can the editor play in full screen?,"Jul 17, 2017 10:22:05 PM",5,3,https://answers.unity3d.com/questions/11471/can-the-editor-play-in-full-screen.html
What is the correct use of the Terrain.SetNeighbors() method?,"Dec 16, 2016 11:51:49 PM",5,3,https://answers.unity3d.com/questions/11364/what-is-the-correct-use-of-the-terrainsetneighbors.html
changing c# template?,"Apr 3, 2016 2:29:07 PM",5,4,https://answers.unity3d.com/questions/11185/changing-c-template.html
Where on iPhone editor are playerprefs stored.,"Sep 2, 2011 3:08:55 AM",5,1,https://answers.unity3d.com/questions/11112/where-on-iphone-editor-are-playerprefs-stored.html
Camera controls: Zoom vs. Dolly,"May 8, 2015 4:40:48 AM",5,2,https://answers.unity3d.com/questions/11076/camera-controls-zoom-vs-dolly.html
How to draw an object at great distance without flickering,"Feb 3, 2010 12:41:43 PM",5,3,https://answers.unity3d.com/questions/10944/how-to-draw-an-object-at-great-distance-without-fl.html
Are There Any Plans To Support HTML5 In Unity?,"Dec 20, 2013 1:36:02 AM",5,7,https://answers.unity3d.com/questions/10937/are-there-any-plans-to-support-html5-in-unity.html
iPhone Unity internal profiler assistance,"Feb 1, 2010 9:33:47 PM",5,2,https://answers.unity3d.com/questions/10902/iphone-unity-internal-profiler-assistance.html
How to build asset bundles at runtime from a server?,"Mar 21, 2016 11:13:39 AM",5,3,https://answers.unity3d.com/questions/10868/how-to-build-asset-bundles-at-runtime-from-a-serve.html
Why vote up a question?,"Apr 19, 2012 1:11:21 AM",5,7,https://answers.unity3d.com/questions/10819/why-vote-up-a-question.html
Triggering a GUI based on proximity (and also just a click of a button),"Jan 28, 2010 2:35:25 AM",5,7,https://answers.unity3d.com/questions/10740/triggering-a-gui-based-on-proximity-and-also-just.html
"Enable/Disable objects, with script","Feb 9, 2016 11:08:25 PM",5,9,https://answers.unity3d.com/questions/10733/enabledisable-objects-with-script.html
Components Inside A DLL,"Dec 17, 2014 11:55:26 PM",5,3,https://answers.unity3d.com/questions/10732/components-inside-a-dll.html
Which well-known household-name brands are using Unity?,"Jan 26, 2010 3:04:18 PM",5,2,https://answers.unity3d.com/questions/10650/which-well-known-household-name-brands-are-using-u.html
Rotate object/weapon towards mouse cursor 2d.,"Apr 30, 2017 9:34:46 PM",5,4,https://answers.unity3d.com/questions/10615/rotate-objectweapon-towards-mouse-cursor-2d.html
Where are the rules of capitalization documented?,"Aug 20, 2015 3:27:40 PM",5,4,https://answers.unity3d.com/questions/10571/where-are-the-rules-of-capitalization-documented.html
"How to rotate an object's X, Y, Z based on mouse movement","Apr 25, 2016 11:33:50 AM",5,4,https://answers.unity3d.com/questions/10443/how-to-rotate-an-objects-x-y-z-based-on-mouse-move.html
Making a camera jumps to an object and to have the object in the center of the view,"Oct 18, 2012 2:22:44 AM",5,1,https://answers.unity3d.com/questions/10341/making-a-camera-jumps-to-an-object-and-to-have-the.html
Specific steps to set up a plugin for iphone in XCode,"Apr 24, 2014 1:28:47 PM",5,1,https://answers.unity3d.com/questions/10110/specific-steps-to-set-up-a-plugin-for-iphone-in-xc.html
"Does Unity null all references to a GameObject after Object.Destroy is called on it? If so, how?","Nov 27, 2013 11:33:20 PM",5,2,https://answers.unity3d.com/questions/10032/does-unity-null-all-references-to-a-gameobject-aft.html
How do I profile in the web player,"Jan 4, 2010 10:11:12 PM",5,1,https://answers.unity3d.com/questions/9715/how-do-i-profile-in-the-web-player.html
How to make a GO lookAt the opposite direction?,"Jan 28, 2016 10:52:56 PM",5,1,https://answers.unity3d.com/questions/9337/how-to-make-a-go-lookat-the-opposite-direction.html
Performance of Physics.Raycast,"Jul 11, 2013 7:20:04 PM",5,4,https://answers.unity3d.com/questions/9324/performance-of-physicsraycast.html
How to translate WORLD coordinates to TERRAIN coordinates?,"Mar 12, 2015 6:39:03 PM",5,3,https://answers.unity3d.com/questions/9248/how-to-translate-world-coordinates-to-terrain-coor.html
How to simulate/fake Cloth in Unity?,"Dec 20, 2009 1:57:58 PM",5,2,https://answers.unity3d.com/questions/9235/how-to-simulatefake-cloth-in-unity.html
Are there any autosave scripts out there to protect against losing too much work?,"Jul 15, 2012 5:40:41 PM",5,4,https://answers.unity3d.com/questions/9106/are-there-any-autosave-scripts-out-there-to-protec.html
Has anyone used a VoIP plug-in for multiplayer gaming?,"Apr 8, 2013 9:49:07 AM",5,5,https://answers.unity3d.com/questions/9097/has-anyone-used-a-voip-plug-in-for-multiplayer-gam.html
How do I play a full screen video?,"Oct 24, 2012 12:52:20 PM",5,4,https://answers.unity3d.com/questions/8979/how-do-i-play-a-full-screen-video.html
Web-server configuration to correctly serve Unity webplayers,"May 8, 2014 11:26:47 AM",5,4,https://answers.unity3d.com/questions/8745/web-server-configuration-to-correctly-serve-unity.html
2D Gameplay... planes or cubes?,"Dec 19, 2011 9:39:10 AM",5,3,https://answers.unity3d.com/questions/8667/2d-gameplay-planes-or-cubes.html
Creating a nebula,"May 11, 2017 2:25:55 AM",5,4,https://answers.unity3d.com/questions/8653/creating-a-nebula.html
clone a Transform object at runtime,"Dec 4, 2013 5:58:23 PM",5,3,https://answers.unity3d.com/questions/8635/clone-a-transform-object-at-runtime.html
Is there an UML visualisation / class diagram of the Unity API?,"Mar 21, 2015 8:19:37 PM",5,3,https://answers.unity3d.com/questions/8588/is-there-an-uml-visualisation-class-diagram-of-the.html
How to 'merge' scene objects from one scene to another without losing prefabs?,"Apr 25, 2015 3:29:34 PM",5,4,https://answers.unity3d.com/questions/8510/how-to-merge-scene-objects-from-one-scene-to-anoth.html
How can I get the full path to a GameObject?,"Mar 31, 2016 8:05:49 AM",5,3,https://answers.unity3d.com/questions/8500/how-can-i-get-the-full-path-to-a-gameobject.html
Avoiding overlap between randomly placed object,"Nov 26, 2009 1:32:58 PM",5,5,https://answers.unity3d.com/questions/8308/avoiding-overlap-between-randomly-placed-object.html
Procedural mesh generation and plotting trajectories,"Nov 24, 2009 1:59:35 AM",5,5,https://answers.unity3d.com/questions/8178/procedural-mesh-generation-and-plotting-trajectori.html
Can i use of HLSL or GLSL shaders in unity?,"Nov 18, 2009 11:46:51 AM",5,3,https://answers.unity3d.com/questions/7925/can-i-use-of-hlsl-or-glsl-shaders-in-unity.html
How do I make a progress bar?,"Oct 27, 2017 3:31:17 PM",5,6,https://answers.unity3d.com/questions/7846/how-do-i-make-a-progress-bar.html
Calculating Tangents (Vector4),"May 11, 2015 7:45:45 PM",5,4,https://answers.unity3d.com/questions/7789/calculating-tangents-vector4.html
How to reference assets from editor script?,"Dec 16, 2012 2:51:57 AM",5,1,https://answers.unity3d.com/questions/7667/how-to-reference-assets-from-editor-script.html
